DataID|TITEL|I_DOCTYPE|NAME
75745175|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75745191|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75745276|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745278|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745326|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745327|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745377|BTM Wareneingang|Lieferschein|Galexis AG Niederbipp
75746145|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75746146|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75746181|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746195|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75746211|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746361|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75746362|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75746415|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75746882|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75746899|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746914|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75746915|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75746916|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75746931|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75746933|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75747163|BTM Wareneingang|Lieferschein|Streuli Pharma AG Vet.
75747199|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747215|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747216|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75747217|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75747682|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75747684|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747685|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747732|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748183|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748185|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748186|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748216|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75748804|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748855|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748868|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750292|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75750308|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75735292|BTM Wareneingang|Lieferschein|Alloga AG (CPS Cito Pharma)
75735325|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75735342|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75735343|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75735460|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75735476|BTM Wareneingang|Lieferschein|Desitin Pharma GmbH
75735524|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75735541|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75735776|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75735794|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75735807|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75735808|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75735809|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75735826|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75735842|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75735843|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75735844|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75735858|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75736961|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75736962|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75737548|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75737549|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75737579|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75737847|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75737849|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75737863|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75737882|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75737883|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75737900|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75738250|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75738251|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75738381|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75738414|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75738416|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75738417|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75738550|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75738582|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75738585|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75738882|BTM Wareneingang|Lieferschein|Streuli Pharma AG Vet.
75738885|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75738886|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75738902|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739269|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75739270|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75739317|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739334|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739337|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739368|BTM Wareneingang|Lieferschein|Galexis AG Niederbipp
75739369|BTM Wareneingang|Lieferschein|Galexis AG Niederbipp
75739370|BTM Wareneingang|Lieferschein|Iromedica AG
75739402|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739403|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739419|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739437|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75739553|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75739568|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75741929|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75741938|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75741945|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75741970|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75741972|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75741979|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75741981|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75741988|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75742224|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75742249|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75742254|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742279|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742288|BTM Wareneingang|Lieferschein|Unipharma (Teofarma srl)
75742299|BTM Wareneingang|Lieferschein|GSK Consumer HC Schweiz AG
75742747|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742749|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75742756|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75742767|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742772|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742774|BTM Wareneingang|Lieferschein|Vifor SA
75742826|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75742833|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75742847|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75742849|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75742901|BTM Wareneingang|Lieferschein|Vifor SA
75742915|BTM Wareneingang|Lieferschein|Amedis PWS-Puidoux Shire
75742924|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75742926|BTM Wareneingang|Lieferschein|Streuli Pharma AG Vet.
75742990|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75743015|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75743056|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75743090|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743310|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75743317|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743326|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743333|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743342|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743869|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75743903|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743917|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743928|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743935|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75743953|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75743967|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75744805|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75744814|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75744821|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75744862|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75745014|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745028|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745080|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745087|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745089|BTM Wareneingang|Lieferschein|VERFORA AG
75745096|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75745121|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745123|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745130|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75742080|BTM Wareneingang|Lieferschein|Galexis AG Niederbipp
75742098|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75742105|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75742107|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75742237|BTM Wareneingang|Lieferschein|Gebro Pharma AG
75742239|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75742246|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75742289|BTM Wareneingang|Lieferschein|Iromedica AG
75742757|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742764|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75742773|BTM Wareneingang|Lieferschein|Bayer Schweiz AG
75742825|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75742948|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75743009|BTM Wareneingang|Lieferschein|Amedis PWS-Puidoux Shire
75743016|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75743057|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75743091|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743093|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743100|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743250|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75743257|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75743266|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75743268|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75743275|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743300|BTM Wareneingang|Lieferschein|Amedis PWS-Puidoux Shire
75743868|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75743870|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75743877|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743884|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75743920|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743925|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743929|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75743934|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75743936|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75744829|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75744831|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75744895|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75745038|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745070|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745072|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745088|BTM Wareneingang|Lieferschein|VERFORA AG
75745090|BTM Wareneingang|Lieferschein|Bristol-Myers Squibb SA
75745104|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745120|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745122|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745140|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75745154|BTM Wareneingang|Lieferschein|Streuli Pharma AG Vet.
75745165|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75745174|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745181|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75745190|BTM Wareneingang|Lieferschein|VERFORA AG
75745281|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745381|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75746160|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75746185|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746190|BTM Wareneingang|Lieferschein|Gebro Pharma AG
75746199|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75750309|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750357|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750407|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75750422|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750473|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750475|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750507|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750508|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750523|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75750526|BTM Wareneingang|Lieferschein|Bayer Schweiz AG
75750558|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750593|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75750625|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750840|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750841|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750859|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75750876|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75750877|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75750908|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75750942|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750974|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75751010|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75751024|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75751477|BTM Wareneingang|Lieferschein|Amedis PWS-Puidoux Shire
75751495|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75751511|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75751512|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75751525|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75751526|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75751528|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75751542|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752161|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75752163|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752178|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752194|BTM Wareneingang|Lieferschein|GSK Consumer HC Schweiz AG
75752197|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75752227|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75752595|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75752596|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75752612|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752613|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752797|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75752798|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752799|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75752812|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752813|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752815|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752830|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752831|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752832|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752896|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75752897|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75752898|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75752930|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75752947|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75752983|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75745157|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75745164|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75745205|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745207|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745232|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745237|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745241|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745314|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75745321|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75746175|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75746184|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746198|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75746366|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75746375|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75746407|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746852|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75746900|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746902|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746909|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75746925|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75747154|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75747159|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75747161|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75747193|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747202|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75747204|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75747209|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747236|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75747238|BTM Wareneingang|Lieferschein|Iromedica AG
75747677|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75747686|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747688|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75747704|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75747745|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75748170|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748181|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748197|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748204|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748247|BTM Wareneingang|Lieferschein|Galexis AG Niederbipp
75748808|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748817|BTM Wareneingang|Lieferschein|Alloga AG (Almirall)
75748824|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75748833|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75748865|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748867|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750235|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750244|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750294|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75750301|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750303|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75750312|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750328|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75750344|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750362|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750405|BTM Wareneingang|Lieferschein|Amedis PWS-Puidoux Shire
75750410|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75750430|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750478|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75746210|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746335|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75746340|BTM Wareneingang|Lieferschein|Bristol-Myers Squibb SA
75746342|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75746351|BTM Wareneingang|Lieferschein|Spirig HealthCare AG
75746360|BTM Wareneingang|Lieferschein|Salmon Pharma GmbH
75746365|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746369|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75746410|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746424|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75746426|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75746892|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75746901|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75746903|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75746910|BTM Wareneingang|Lieferschein|VERFORA AG
75747153|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75747162|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75747228|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75747235|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75747237|BTM Wareneingang|Lieferschein|Vifor SA
75747687|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75748171|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748173|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748182|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748187|BTM Wareneingang|Lieferschein|Novartis Pharma Schweiz AG
75748198|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748214|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75748248|BTM Wareneingang|Lieferschein|Streuli Pharma AG Vet.
75748805|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75748816|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75748832|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75748839|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748841|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748857|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748859|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748864|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75748873|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75748875|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75748882|BTM Wareneingang|Lieferschein|VERFORA AG
75750234|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750254|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750286|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75750295|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75750304|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75750313|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75750327|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75750343|BTM Wareneingang|Lieferschein|Pfizer PFE Switzerland GmbH
75750361|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750363|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750368|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75750413|BTM Wareneingang|Lieferschein|Sanofi-Aventis (Suisse) SA
75750427|BTM Wareneingang|Lieferschein|Alloga AG (Indivior Schweiz)
75750472|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750479|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75750518|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75750547|BTM Wareneingang|Lieferschein|Alloga AG (Roche RX)
75750554|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750561|BTM Wareneingang|Lieferschein|Mepha Schweiz AG
75750563|BTM Wareneingang|Lieferschein|Bayer Schweiz AG
75739569|BTM Wareneingang|Lieferschein|Sandoz Pharmaceuticals AG
75739601|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739602|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739621|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739636|BTM Wareneingang|Lieferschein|Streuli Pharma AG
75739651|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75739771|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739787|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739805|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739818|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75739835|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75739836|BTM Wareneingang|Lieferschein|Alloga AG (Meda)
75739853|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75740270|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75740304|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75740306|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
75740387|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75740438|BTM Wareneingang|Lieferschein|Janssen-Cilag AG
75740453|BTM Wareneingang|Lieferschein|Alloga AG (Meda Pharmaceutica)
75740471|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75740487|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75740488|BTM Wareneingang|Lieferschein|Mundipharma Medical Company
75740504|BTM Wareneingang|Lieferschein|Grünenthal Pharma AG
